Date,Time,Output
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Goliath_Frog.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/defection_threat.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Cottage.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Conveyor.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/system_failure.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/disloyal_soldier.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/platoon_report.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/corruption_scandal.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Software_Developer.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/suspected_person.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/password_expiry.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/bomb_failure.json'}"
2024-12-25,13:02:37,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Tank_Advance.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Church.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Robot.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Gauntlet_Knife.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Beetle.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Factory.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Airship_Vehicle.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Artillery_Strike.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Psychologist.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/covert_agent.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Kangaroo.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Anglerfish.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Sabre.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Phoenix_Fish.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Siege.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Barista.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/supply_shortage.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Pilot.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Hotel.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/leadership_breakdown.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Lawyer.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/memory_usage_high.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Museum.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Police_Officer.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Photographer.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/command_incompetence.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Bow.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/missile_malfunction.json'}"
2024-12-25,13:02:38,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Poodle.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Plumber.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Bayonet_Charge.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Net_Gun.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Battlefield_Retreat.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Kestrel.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Swan.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Electric_Train.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Blowgun.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Ambulance.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Pangolin.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Chakram.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Platypus.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Rooster.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Wildcat.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/x4X4_Off_Road_Car.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/launch_failure.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Event_Planner.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Trident.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Carpenter.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Rabbit.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Trolley.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Urban_Public_Transport_System.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Sniper_Attack.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Axe.json'}"
2024-12-25,13:02:39,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Mechanic.json'}"
2024-12-25,13:02:44,"{'rule_instance': {'_id': '00000000-0000-0000-0000-000000000000', 'description': 'string', 'isActive': True, 'lastUpdateTime': '00/00/0000 00:00:00', 'params': {'Woodworking skills': 'Intermediate', 'Blueprint reading': 'good', 'Precision measurement': 'feet', 'Tool maintenance': 'regular', 'Material knowledge': 'wood, plywood, mdf', 'Furniture design': 'null'}, 'ruleInstanceName': 'Carpentry Intermediate', 'severity': 2, 'ruleType': 'structured', 'ruleOwner': '', 'ruleTypeId': 'a5738ce0-b687-4be4-b0a5-588d95b8163e', 'eventDetails': [{'objectName': 'Carpenter', 'objectDescription': None, 'timeWindowInMilliseconds': 0, 'useLatest': False}], 'additionalInformation': {}, 'presetId': '00000000-0000-0000-0000-000000000000'}, 'is_error': False, 'error_message': '', 'free_text': ""A new instance needs to be created for carpentry intermediate level, dealing with the skill set of woodworking and the level is intermediate. The understanding of blueprint reading is good. However, the precision measurement used is something more common, let's say something like feet. The maintenance of tools is done on a regular basis, and the knowledge of material includes wood, plywood, mdf. The design skills in furniture aren't available, and the severity of this instance is two."", 'type_name': 'carpenter', 'rag_score': 0.7981793954839909, 'model_response': '{\n    ""Woodworking skills"": ""Intermediate"",\n    ""Blueprint reading"": ""good"",\n    ""Precision measurement"": ""feet"",\n    ""Tool maintenance"": ""regular"",\n    ""Material knowledge"": ""wood, plywood, mdf"",\n    ""Furniture design"": ""null"",\n    ""ruleInstanceName"": ""Carpentry Intermediate"",\n    ""severity"": 2\n} \n', 'examples': {'example_1': {'free_text': None}, 'example_2': {'free_text': None}}, 'schema': {'Woodworking skills': 'String', 'Blueprint reading': 'String', 'Precision measurement': 'String', 'Tool maintenance': 'String', 'Material knowledge': 'String', 'Furniture design': 'String', 'ruleInstanceName': 'string', 'severity': 'int'}, 'time': '2024-12-25|13:02:44', 'inference_time': 3.013415813446045}"
2024-12-25,13:02:44,"{'rule_instance': {'_id': '00000000-0000-0000-0000-000000000000', 'description': 'string', 'isActive': True, 'lastUpdateTime': '00/00/0000 00:00:00', 'params': {'Woodworking skills': 'Intermediate', 'Blueprint reading': 'good', 'Precision measurement': 'feet', 'Tool maintenance': 'regular', 'Material knowledge': 'wood, plywood, mdf', 'Furniture design': 'null'}, 'ruleInstanceName': 'Carpentry Intermediate', 'severity': 2, 'ruleType': 'structured', 'ruleOwner': '', 'ruleTypeId': 'a5738ce0-b687-4be4-b0a5-588d95b8163e', 'eventDetails': [{'objectName': 'Carpenter', 'objectDescription': None, 'timeWindowInMilliseconds': 0, 'useLatest': False}], 'additionalInformation': {}, 'presetId': '00000000-0000-0000-0000-000000000000'}, 'is_error': False, 'error_message': '', 'free_text': ""A new instance needs to be created for carpentry intermediate level, dealing with the skill set of woodworking and the level is intermediate. The understanding of blueprint reading is good. However, the precision measurement used is something more common, let's say something like feet. The maintenance of tools is done on a regular basis, and the knowledge of material includes wood, plywood, mdf. The design skills in furniture aren't available, and the severity of this instance is two."", 'type_name': 'carpenter', 'rag_score': 0.7981793954839909, 'model_response': '{\n    ""Woodworking skills"": ""Intermediate"",\n    ""Blueprint reading"": ""good"",\n    ""Precision measurement"": ""feet"",\n    ""Tool maintenance"": ""regular"",\n    ""Material knowledge"": ""wood, plywood, mdf"",\n    ""Furniture design"": ""null"",\n    ""ruleInstanceName"": ""Carpentry Intermediate"",\n    ""severity"": 2\n} \n', 'examples': {'example_1': {'free_text': None}, 'example_2': {'free_text': None}}, 'schema': {'Woodworking skills': 'String', 'Blueprint reading': 'String', 'Precision measurement': 'String', 'Tool maintenance': 'String', 'Material knowledge': 'String', 'Furniture design': 'String', 'ruleInstanceName': 'string', 'severity': 'int'}, 'time': '2024-12-25|13:02:44', 'inference_time': 3.013415813446045}"
2024-12-25,13:34:24,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Bridge.json'}"
2024-12-25,13:34:24,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/equipment_malfunction.json'}"
2024-12-25,13:34:24,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Tentacled_Sea_Cucumber.json'}"
2024-12-25,13:34:24,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Cavalry_Charge.json'}"
2024-12-25,13:34:24,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Guerrilla_Skirmish.json'}"
2024-12-25,13:34:24,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Sea_Otter.json'}"
2024-12-25,13:34:24,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Morning_Star.json'}"
2024-12-25,13:34:24,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Journalist.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Rapier.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Graphic_Designer.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Puffin.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Data_Analyst.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Teacher.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Hamster.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Katana.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Scientist.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Boomerang.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Koala.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Nurse.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Dentist.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Gondola.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Halberd.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Engineer.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Hospital.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Tarantula.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Architect.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Bastard_Sword.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Apartment_Building.json'}"
2024-12-25,13:34:25,"{'succeeded': True, 'file upload': '/Users/yuda/Desktop/RIG_v1/evaluation/data/rule_types/Beaver.json'}"
